question,label
2020년 경상북도어업기술센터에서 출원한 특허의 개수가 보고싶어,Statistics
최근 3년동안 아이티엠반도체에서 수행한 인력양성의 총 수 보여주세요,Statistics
최근 10년 동안 (주)바이오팜솔루션즈에서 수행한 사업화의 개수가 보고싶어,Statistics
기획조정과의 연구과제 연구비 합계 알려줘,Statistics
2017년도부터 (주)코모텍에서 발행한 논문의 개수 보여줄 수 있어,Statistics
(주)신성솔라에너지에서 출원한 특허 총 수 알려줘,Statistics
2011 2013년 (주)비엠인터내셔널에서 출원한 특허의 총 수가 알고싶어,Statistics
2008년부터 2014년까지 (주)오선엔지니어링에서 출원한 특허의 건수 보여줘,Statistics
(주)네이쳐패브릭에서 최근 10년동안 수행한 과제의 개수 평균이 보고싶어,Statistics
(주)아이벡스메디칼시스템즈의 2001년부터 5년동안 수행한 인력양성 총 수 보여주세요,Statistics
메탈페이스(주)에서 수행한 사업화의 건수 알려주세요,Statistics
(주)미림의 과제의 연구비 총액을 보여주세요,Statistics
(주)대성엘텍의 최근 3년동안 수행한 연수지원 건수 보여줘,Statistics
충청남도계룡시청에서 발생한 기술료 중에 2000년에 발생한 기술료의 총 수 보여줘,Statistics
2001년 (주)코스모코스에서 수행한 연수지원의 건수 알려주세요,Statistics
(주)귀뚜라미범양냉방에서 2022년부터 7년동안 수행한 연수지원의 개수 차이는 어떻게 되지,Statistics
2004년부터 3년동안 (주)삼원오토텍에서 발행한 논문의 건수가 보고싶어요,Statistics
부경수도(주)에서 수행한 과제 연구비 평균 금액이 알고싶습니다,Statistics
피오비에서 출원한 특허 중 2015년에 출원한 특허 총 수는 어떻게 되지,Statistics
2001년 기업별 논문 개수 어떻게 되니,Statistics
가천의과학대학교산학협력단에서 수행한 과제 연구비 합계 알려줘,Statistics
Yanbian University에서 수행한 연수지원 중 2001년에 수행한 연수지원 건수 말해줘,Statistics
제주특별자치도환경자원연구원에서 수행한 과제의 연구비 총액을 보여주세요,Statistics
동신모텍의 특허 건수가 알고싶습니다,Statistics
2004년도에 두컴스엔지니어링코리아에서 수행한 인력양성 건수가 궁금해요,Statistics
(주)원익아이피에스에서 수행한 연수지원 중에 2000년에 수행한 연수지원의 총 수 알려줘,Statistics
2000년부터 2015년까지 성화산업(주)에서 수행한 사업화 총 수 보여주세요,Statistics
2001년부터 2018년까지 삼화스틸(주)에서 수행한 과제의 총 수가 보고싶어요,Statistics
2021년도부터 (주)엘지에너지솔루션에서 출원한 특허의 총 수 알려주세요,Statistics
1999년도에 Sandong University에서 발행한 논문의 개수 보여줄 수 있어,Statistics
작년 (주)엘지생명과학에서 출원한 지식재산권 총 수,Statistics
1995년부터 1997년까지 현대모비스(주)에서 수행한 과제의 총 수가 궁금해요,Statistics
코오롱글로벌(주)에서 수행한 사업화 중 2020년에 수행한 사업화 개수 말해주세요,Statistics
한국교육학술정보원의 2020년부터 7년간 기술료 건수 알려줘,Statistics
2003년 (주)디엔에이링크에서 수행한 인력양성의 총 수 보여줄 수 있어,Statistics
2004 2008년 국사편찬위원회에서 수행한 사업화의 개수 말해주세요,Statistics
(주)엘지생명과학에서 발생한 1995년 과제와 2000년 과제 개수 평균 보여줄 수 있어,Statistics
(주)럭키금속에서 2008년부터 3년 동안 발생한 기술료의 건수 차이가 보고싶어요,Statistics
2000년부터 2007년까지 (주)지엠비코리아에서 수행한 논문 건수는 어떻게 되지,Statistics
보건복지부국립공주병원의 최근 7년 동안 사업화의 개수가 보고싶어요,Statistics
가온미디어(주)의 과제 개수 보여줄 수 있어,Statistics
(주)엘지생명과학에서 2000년부터 7년 동안 발생한 논문의 개수 평균 알려주세요,Statistics
National University of Vietnam Hanoi에서 수행한 인력양성 중에 2014년에 수행한 인력양성의 개수 보여줄 수 있어,Statistics
작년 구미전자정보기술원에서 수행한 연수지원 총 수,Statistics
2001년도 기업별 지식재산권의 개수,Statistics
신안산대학교산학협력단에서 발행한 논문의 개수 보여줘,Statistics
(주)센트리에서 수행한 2005년 과제와 2009년 과제 개수 평균이 알고싶어,Statistics
2000년도 충청북도축산위생연구소에서 수행한 과제 연구비 총액이 보고싶어,Statistics
2019년도 (재단)탄소순환형차세대바이오매스생산전환기술연구단에서 수행한 과제의 연구비 평균 보여줘,Statistics
(주)더하이브의 연수지원 총 수 알려주세요,Statistics
(재단)전남바이오산업진흥원생물의약연구센터에서 최근 3년 동안 수행한 사업화 개수의 평균 보여줘,Statistics
2003 2016 2021년 (주)삼성에버랜드에서 수행한 연수지원의 총 수를 보여주세요,Statistics
1993년도부터 테크플라워에서 수행한 과제의 연구비 총액 알려주세요,Statistics
에스앤티모티브에서 수행한 1999년 과제와 2021년 과제 개수 평균이 알고싶어,Statistics
2007 2008년 한국석유관리원에서 출원한 특허의 개수가 알고싶어,Statistics
최근 10년동안 (주)문화방송에서 수행한 과제 건수는,Statistics
인천광역시 수산자원연구소의 최근 7년 동안 수행한 연수지원 총 수는,Statistics
한국수력원자력(주)의 최근 10년간 기술료의 개수가 알고싶어,Statistics
엠케이전자(주)의 최근 10년 동안 연수지원 총 수 말해주세요,Statistics
브이알카버(주)에서 발생한 논문 총 수가 보고싶어요,Statistics
(주)안랩에서 수행한 연수지원 중에 2017년에 수행한 연수지원의 개수 알려주세요,Statistics
1994년부터 2005년까지 농업회사법인 영동황금으뜸약도라지(주)에서 수행한 인력양성 개수는,Statistics
구미전자정보기술원에서 수행한 과제 중 2000년에 수행한 과제 총 수 말해줘,Statistics
1995년부터 1999년까지 매그나칩반도체에서 발행한 논문의 개수 말해줘,Statistics
숭의여자대학 산학협력단의 과제 건수 보여줘,Statistics
한국바스프의 논문의 건수 말해주세요,Statistics
(주)파워로직스에서 출원한 특허 개수가 보고싶어요,Statistics
(주)라이프엔자에서 최근 5년 동안 수행한 사업화의 개수 평균 보여줄 수 있어,Statistics
한화탈레스(주)의 특허의 총 수가 궁금해,Statistics
강원도 축산기술연구센터의 과제 연구비 평균이 궁금해,Statistics
2007년도부터 부천대학 산학협력단에서 수행한 과제 연구비 총액 보여줄 수 있어,Statistics
2005년도 (주)GS퓨얼셀 주관 과제 연구비 총액,Statistics
(주)셀트리온제약에서 2011년부터 10년동안 수행한 과제 건수의 차이 보여주세요,Statistics
2005 2010 2015년 (주)신성솔라에너지에서 출원한 특허 총 수 말해줘,Statistics
2000 2004년 (주)스펙트럼인스트루먼트에서 수행한 인력양성 건수가 보고싶어요,Statistics
1993년 코오롱플라스틱(주)에서 발생한 기술료의 개수 보여줘,Statistics
최근 3년 동안 한국콜마(주)에서 수행한 인력양성의 건수가 보고싶어요,Statistics
1997년부터 2021년까지 일진전기에서 발생한 논문 총 수 보여줘,Statistics
2020년도 (주)한화에서 수행한 과제의 개수는,Statistics
(주)장원의 최근 10년 동안 특허의 건수가 궁금해,Statistics
1993년도부터 우송정보대학에서 발생한 기술료 개수가 보고싶어요,Statistics
국토연구원한국교통연구원에서 수행한 과제 중에 2002년에 수행한 과제의 연구비 평균 금액이 알고싶어,Statistics
가천대학교에서 발생한 논문 중에 2012년에 발생한 논문의 총 수 알려주세요,Statistics
(사단)대한상하수도학회의 연수지원의 총 수 말해주세요,Statistics
최근 5년 동안 두컴스엔지니어링코리아에서 진행하였던 성과들의 성과별 개수,Statistics
해양수산부목포지방해양수산청에서 수행한 인력양성의 건수는 어떻게 되지,Statistics
해양경비안전연구센터에서 발생했던 2016년 과제와 2022년 과제 연구비 합계의 차이가 알고싶습니다,Statistics
2009년도 코오롱생명과학(주)에서 수행한 과제의 총 수 말해줘,Statistics
국립재활원에서 수행한 2001년 성과와 2018년 성과 개수의 평균은 어떻게 되지,Statistics
(주)베바스토동희에서 출원한 지식재산권 중 1998년에 출원한 지식재산권 건수 보여줘,Statistics
우광테크에서 발행한 논문의 개수가 알고싶어,Statistics
2001년 기업별 성과의 개수 알려줄 수 있어,Statistics
2014년도 (주)헤모랩에서 수행한 인력양성의 개수 말해줘,Statistics
2007 2008 2015년 한국항공우주연구원에서 수행한 과제의 개수 보여줘,Statistics
한국에스케이에프씰(주)에서 수행한 과제 중 2018년에 수행한 과제 연구비 총액 보여줄 수 있어,Statistics
원광대학교의 과제 연구비 평균 보여줄 수 있어,Statistics
1993 2015년 (주)에이치비테크놀러지에서 수행한 인력양성 개수가 궁금해요,Statistics
1998년부터 7년동안 (주)한양이엔씨에서 수행한 연수지원의 개수 말해주세요,Statistics
(주)씨공작소의 특허 개수가 보고싶어,Statistics
수원여자대학교에서 발생했던 2005년 성과와 2018년 성과 개수의 차이는 어떻게 되지,Statistics
2002 2018년 한국농업기술진흥원에서 수행한 연구과제 연구비 합계가 보고싶어,Statistics
(주)디엔에이링크의 최근 5년동안 수행한 인력양성의 총 수가 알고싶습니다,Statistics
(주)케이알에프의 과제의 연구비 총액이 알고싶습니다,Statistics
농촌진흥청 국립원예특작과학원에서 출원한 특허 중에 2004년에 출원한 특허의 건수는 어떻게 되지,Statistics
최근 5년 동안 엘지전자(주)에서 수행한 과제의 건수 말해주세요,Statistics
최근 10년동안 의료법인삼성의료재단에서 수행한 사업화 총 수가 알고싶어,Statistics
세브란스 병원의 사업화의 건수 말해주세요,Statistics
전라북도산림환경연구소에서 수행한 연수지원 총 수 알려주세요,Statistics
(주)신라젠에서 최근 7년동안 수행한 연수지원의 건수 평균 보여줘,Statistics
지난해 국립재활원에서 수행한 과제 개수,Statistics
삼익THK(주)에서 올해 발행한 논문의 개수,Statistics
1998년도부터 한국에너지공단에서 수행한 인력양성의 건수가 보고싶어요,Statistics
(주)희성화학에서 수행한 과제 연구비 합계 보여줘,Statistics
(주)씨공작소에서 작년 출원한 특허의 개수,Statistics
2018년도부터 (주)디피아이홀딩스에서 발생한 논문의 총 수가 알고싶어,Statistics
동국제약(주)에서 수행한 사업화 중 2010년에 수행한 사업화 건수 보여줘,Statistics
Cornell University의 연수지원의 개수가 알고싶습니다,Statistics
2002 2016 2021년 전라남도 함평군청에서 수행한 과제의 연구비 평균이 보고싶어,Statistics
(주)서울반도체에서 수행한 과제 총 수가 궁금해요,Statistics
(주)금양에서 수행한 연수지원 개수가 보고싶어요,Statistics
최근 9년 동안 국내에서 발생된 과제들 중에서 연구비가 183억보다 많은 과제,Statistics
국립 군산대학교 산학협력단의 최근 3년 동안 연구과제 연구비 평균이 궁금해,Statistics
2021년부터 5년 동안 (주)태광실업에서 진행하였던 성과들의 개수가 얼만지 알려줘,Statistics
피오비에서 진행된 2009년 과제와 2018년 과제 건수 차이 알려줘,Statistics
2022년도 (주)조일전기공업에서 출원한 특허 건수가 궁금해,Statistics
최근 5년간 세브란스병원에서 수행한 사업화의 총 수 보여줘,Statistics
2008 2012 2017년 일진전기에서 발생한 논문 총 수는,Statistics
엠케이전자(주)에서 2017년부터 10년 동안 수행한 연수지원 개수 평균 말해줘,Statistics
2011 2020 2021년 (주)서울반도체에서 수행한 과제 총 수가 보고싶어,Statistics
2009년 기업별 특허 개수,Statistics
강원도 축산기술연구센터에서 수행한 과제 연구비 평균 보여주세요,Statistics
2002년부터 2004년까지 밀다원에서 출원한 특허의 총 수가 보고싶어요,Statistics
울산과학기술원에서 수행한 과제의 건수 보여주세요,Statistics
일진전기(주)에서 발생한 논문 중 2012년에 발생한 논문 총 수가 알고싶습니다,Statistics
2014년부터 3년 동안 한국세라믹기술원에서 수행한 사업화 건수 보여줘,Statistics
식품의약품 안전평가원의 논문 총 수가 알고싶습니다,Statistics
Cornell University에서 수행한 연수지원 중에 2017년에 수행한 연수지원의 개수는,Statistics
2006 2015년 국립기상연구소에서 수행한 과제 총 수 알려줘,Statistics
(주)디큐아이의 2003년부터 7년동안 과제의 총 수 보여줄 수 있어,Statistics
에스케이바이오팜의 최근 3년 동안 출원한 특허의 건수가 궁금해요,Statistics
2011년 (주)코빅스에서 수행한 연구과제 연구비 합계 말해줘,Statistics
국제금속공업(주)에서 발생한 2004년 과제와 2012년 과제 개수 평균이 보고싶어,Statistics
(주)귀뚜라미범양냉방에서 수행한 연수지원 중에 2019년에 수행한 연수지원의 건수가 알고싶습니다,Statistics
(주)한라산업개발의 연수지원의 총 수 말해주세요,Statistics
엔브이에이치코리아(주)에서 출원한 특허의 총 수 알려주세요,Statistics
2007년부터 3년 동안 동양테크에서 수행한 사업화 개수 보여줄 수 있어,Statistics
에스앤티모티브에서 수행한 1999년 과제와 2021년 과제 개수 평균 알려주세요,Statistics
서울미디어대학원대학교에서 발생했던 2007년 성과와 2017년 성과 개수의 평균은,Statistics
2016년부터 5년간 (주)지오아이티에서 수행한 과제 연구비 합계가 보고싶어,Statistics
이노옵티칼의 사업화의 총 수 말해줘,Statistics
2013년도 인하대학교 병원에서 수행한 과제 연구비 총액 보여줄 수 있어,Statistics
2000 2010년 한국세라믹기술원에서 수행한 연구과제 연구비 평균을 보여주세요,Statistics
2020년도 (재단) 탄소 순환형 차세대 바이오매스 생산 전환 기술 연구단에서 수행한 과제의 연구비 평균 금액이 보고싶어,Statistics
별식품에서 수행한 과제 중에 1998년에 수행한 과제의 건수 보여줄 수 있어,Statistics
2005년부터 2009년까지 (주)센트리에서 수행한 사업화의 개수 보여줘,Statistics
우광테크의 2003년부터 10년동안 발행한 논문의 개수 보여줘,Statistics
2020년부터 10년 동안 한국기상산업기술원에서 수행한 사업화 건수 알려주세요,Statistics
2011 2022년 (사단)대한상하수도학회에서 수행한 연수지원의 총 수는,Statistics
1994년 기업별 연수지원 개수,Statistics
2015년도에 (주)신성솔라에너지에서 출원한 특허 총 수 알려주세요,Statistics
롯데푸드(주)의 인력양성의 개수가 알고싶어,Statistics
1998 2005년 한울엔지니어링에서 수행한 과제의 연구비 평균 금액 말해주세요,Statistics
대동정밀(주)의 사업화 개수가 보고싶어요,Statistics
(주)케이엠지에서 최근 3년 동안 수행한 과제의 개수 평균 보여줘,Statistics
모담코리아에서 최근 7년 동안 발생한 논문의 개수 평균을 보여주세요,Statistics
안산대학교 산학협력단에서 수행한 2009년 성과와 2016년 성과 개수의 차이 말해주세요,Statistics
정우신약(주)에서 수행한 과제 연구비 총액은 어떻게 되지,Statistics
(주)지노스정보의 2012년부터 7년동안 수행한 인력양성의 총 수가 궁금해,Statistics
한라대학교산학협력단의 과제의 연구비 평균은 어떻게 되지,Statistics
(주)데이그래피에서 발생한 2003년 과제와 2015년 과제 건수 평균이 보고싶어요,Statistics
인제대학교부산백병원의 최근 10년 동안 과제의 연구비 총액을 보여주세요,Statistics
서울미디어대학원대학교에서 발생했던 2007년 성과와 2017년 성과 개수의 평균이 보고싶어요,Statistics
2018년부터 7년 동안 국립기상과학원에서 수행한 사업화의 건수가 보고싶어,Statistics
1997년도부터 (주)GS퓨얼셀에서 수행한 인력양성 총 수 보여주세요,Statistics
1994년부터 5년 동안 홀리테크에서 수행한 인력양성 개수는,Statistics
전라남도 해양수산과학원의 2020년부터 10년간 수행한 사업화 총 수가 알고싶어,Statistics
1994년도에 (주)강남에서 수행한 연수지원의 총 수가 궁금해,Statistics
링크플러스의 1995년부터 3년 동안 수행한 과제 연구비 평균은 어떻게 되지,Statistics
2003년부터 3년동안 디에스중공업(주)에서 수행한 과제 개수 보여줄 수 있어,Statistics
서울불교대학원대학교에서 발생한 기술료 중 2001년에 발생한 기술료 건수를 보여주세요,Statistics
최근 7년 동안 영남이공대학에서 출원한 특허 개수 알려주세요,Statistics
1994년부터 2017년까지 제주특별자치도 환경자원연구원에서 수행한 과제의 연구비 평균 금액이 궁금해,Statistics
2008년 2012년 주식회사윈스타에서 진행한 과제의 연구비 합계를 검색해주세요,Statistics
(주)엔에스쇼핑에서 발생한 2001년 과제와 2014년 과제 연구비 합계의 차이가 알고싶습니다,Statistics
1999 2010 2017년 화천군 농업기술센터에서 수행한 연수지원의 건수 보여줘,Statistics
국립공원관리공단에서 최근 3년 동안 발생한 기술료의 건수 차이 보여줘,Statistics
극동대학교산학협력단에서 수행한 논문 중에 2019년에 수행한 논문의 건수 보여줘,Statistics
(주)서울반도체에서 수행한 과제 중 2006년에 수행한 과제 총 수가 알고싶습니다,Statistics
동국제약(주)에서 진행된 2000년 과제와 2016년 과제 건수 평균이 궁금해요,Statistics
한국과학기술원의 2019년부터 5년간 인력양성의 총 수 보여줘,Statistics
2011년부터 2018년까지 (재단)한국기계연구원에서 수행한 과제의 연구비 평균 금액이 궁금해요,Statistics
세브란스 병원의 사업화의 건수 보여주세요,Statistics
연도별 Dalian University of Technology에서 수행한 과제의 건수,Statistics
메탈페이스(주)의 1998년부터 5년 동안 수행한 사업화의 건수 말해주세요,Statistics
현대스틸산업의 최근 3년동안 수행한 과제의 총 수가 알고싶어,Statistics
(주)GS퓨얼셀에서 2004년부터 10년동안 수행한 인력양성 개수의 차이 보여줘,Statistics
(주)씨공작소의 1999년부터 7년 동안 출원한 특허 개수 말해줘,Statistics
1997년부터 2022년까지 (주)한솔케미칼에서 수행한 논문 건수가 궁금해요,Statistics
(주)퀀텀디바이스의 2004년부터 5년동안 특허의 총 수가 알고싶어,Statistics
국립농업과학원에서 수행했던 2002년 성과와 2021년 성과 건수의 평균 보여줄 수 있어,Statistics
부산시에서 작년 수행한 사업화의 개수,Statistics
(주)뉴인텍에서 최근 7년동안 수행한 과제의 개수 차이 보여주세요,Statistics
(주)지오스캔에서 최근 5년 동안 발생한 기술료 건수 평균이 궁금해요,Statistics
2001 2006년 용현비엠에서 출원한 특허의 총 수 말해줘,Statistics
링크플러스의 과제 연구비 평균을 보여주세요,Statistics
국립전파연구원우주전파센터의 연수지원 건수가 알고싶습니다,Statistics
매그나칩반도체에서 발행한 논문의 개수가 궁금해요,Statistics
(주)현대그린푸드에서 발생한 1998년 과제와 2005년 과제 건수 평균을 보여주세요,Statistics
2004년부터 2016년까지 별식품에서 수행한 과제의 건수가 알고싶어,Statistics
최근 3년 동안 (주)에이치비테크놀러지에서 수행한 인력양성 개수 알려주세요,Statistics
(사단)한국소비자교육지원센터의 과제의 총 수 알려주세요,Statistics
동서공업(주)에서 진행된 2000년 과제와 2011년 과제 개수 차이가 궁금해요,Statistics
최근 3년동안 동서공업(주)에서 발생한 기술료 개수 말해주세요,Statistics
가톨릭관동대학교산학협력단의 특허 총 수 알려주세요,Statistics
2001년부터 10년동안 정완바이오플렉스케어에서 수행한 과제 연구비 총액은 어떻게 되지,Statistics
해양수산부여수지방해양수산청에서 최근 7년동안 수행한 연수지원 개수 차이를 보여주세요,Statistics
인천광역시 수산자원연구소에서 수행한 연수지원 총 수가 궁금해요,Statistics
2015년부터 2018년까지 경상국립대학교에서 발생한 기술료 총 수 말해주세요,Statistics
충청북도내수면연구소에서 최근 10년 동안 발생한 기술료의 건수 차이가 궁금해,Statistics
(주)엘오티베큠의 1993년부터 3년동안 특허 총 수가 궁금해요,Statistics
(주)주성엔지니어링에서 수행한 사업화의 개수는,Statistics
(주)엔에스쇼핑에서 수행한 과제 개수가 궁금해,Statistics
1993년도 (주)셀트리온제약에서 수행한 연구과제 연구비 합계가 알고싶어,Statistics
국립기상연구소에서 수행한 과제 중 2000년에 수행한 과제 총 수 말해주세요,Statistics
동양테크에서 수행한 사업화 개수는 어떻게 되지,Statistics
1996년 농업회사법인(주)산들누리에서 출원한 특허의 개수가 궁금해,Statistics
2008년부터 2016년까지 (주)벨텍코리아에서 발생한 기술료의 총 수 보여줄 수 있어,Statistics
(주)티앤솔라에서 수행한 과제의 연구비 평균 보여줄 수 있어,Statistics
국제금속공업(주)에서 최근 10년 동안 수행한 과제 개수의 평균 말해주세요,Statistics
한국방송학회의 최근 7년 동안 수행한 과제 연구비 평균이 보고싶어요,Statistics
에스케이바이오팜의 최근 3년 동안 출원한 특허의 건수는,Statistics
(주)애그리로보텍에서 2005년부터 7년동안 수행한 과제 건수 차이가 알고싶어,Statistics
2002년 롯데푸드(주)에서 수행한 인력양성의 개수 말해주세요,Statistics
LIG 넥스원(주)에서 발생한 기술료의 건수 알려주세요,Statistics
(주)피피에스컴퍼니의 인력양성의 건수가 보고싶어요,Statistics
(주)포스코케미칼에서 2010년부터 3년동안 출원한 특허 개수 차이 알려줘,Statistics
전남대학교에서 수행한 연수지원 중에 1999년에 수행한 연수지원의 개수 알려주세요,Statistics
국가과학기술연구회에서 작년 수행한 사업화의 개수,Statistics
교육과학기술부에서 최근 7년동안 수행한 과제 개수의 차이 알려줘,Statistics
(재단)에너지경제연구원에서 최근 5년동안 발행한 논문 개수의 차이가 보고싶어요,Statistics
2008년 2009년 2010년 등록 연수지원 건수 찾아줘,Statistics
1999 2021년 웨이브시스텍에서 수행한 연수지원 개수가 알고싶어,Statistics
국립환경과학원에서 발생한 2001년 성과와 2014년 성과 개수 차이 말해줘,Statistics
해양수산부의 특허 건수 알려줘,Statistics
2001 2002년 해양수산과학기술진흥원에서 발행한 논문의 개수 알려줘,Statistics
1994년 기업별 기술료 개수,Statistics
중앙카프링의 2006년부터 10년동안 기술료 개수 말해주세요,Statistics
조성에서 최근 5년 동안 수행한 과제 건수의 평균이 보고싶어요,Statistics
해양경비안전연구센터에서 수행한 인력양성 건수가 궁금해요,Statistics
2009년도에 성화산업(주)에서 수행한 사업화 총 수는 어떻게 되지,Statistics
2005년부터 10년동안 웅진고분자(주)에서 수행한 인력양성의 총 수가 알고싶어,Statistics
농촌진흥청국립원예특작과학원에서 최근 3년동안 수행한 사업화의 개수 차이 말해주세요,Statistics
교육과학기술부에서 수행한 과제 중 1999년에 수행한 과제 개수가 알고싶어,Statistics
한국원자력환경공단의 2021년부터 5년간 수행한 연수지원 건수 보여줘,Statistics
1999년부터 2022년까지 (주)강남에서 수행한 연수지원의 총 수 알려주세요,Statistics
메탈페이스(주)에서 최근 10년 동안 수행한 사업화의 건수 차이 말해주세요,Statistics
에스케이바이오팜에서 출원한 지식재산권 중에 1998년에 출원한 지식재산권의 건수 보여주세요,Statistics
보건복지부 국립공주병원에서 출원한 지식재산권 중에 2003년에 출원한 지식재산권의 총 수 말해주세요,Statistics
2005 2018년 기획조정과에서 수행한 연구과제 연구비 합계 보여줄 수 있어,Statistics
2013년도 한국전자기술연구원에서 발생한 기술료 건수가 보고싶어요,Statistics
2014년도 기업별 성과 개수 궁금합니다,Statistics
1997년부터 2001년까지 (주)팬지아이십일에서 수행한 과제의 건수 보여줄 수 있어,Statistics
1996년 세종특별자치시에서 수행된 논문정보 수 알려줘,Statistics
길 의료재단에서 최근 3년동안 수행한 과제 건수 차이가 궁금해,Statistics
2007 2014년 (주)메디컬에이아이에서 수행한 사업화의 개수가 궁금해요,Statistics
지난해 (주)미리코에서 발생한 기술료의 건수,Statistics
가천의과학대학교 산학협력단에서 수행했던 2005년 성과와 2022년 성과 개수 평균 보여줘,Statistics
작년 국립기상과학원에서 수행한 연수지원의 총 수,Statistics
(주)포스코아이씨티에서 2006년부터 5년동안 수행한 과제 건수 차이가 보고싶어요,Statistics
(재단)부산정보산업진흥원의 과제 연구비 총액이 보고싶어,Statistics
충청북도 축산위생연구소에서 수행한 과제 중 2009년에 수행한 과제 연구비 평균 금액은,Statistics
통일부에서 수행했던 2003년 성과와 2017년 성과 개수 평균이 알고싶습니다,Statistics
웅진코웨이(주)에서 수행한 사업화의 건수를 보여주세요,Statistics
한국소방산업기술원의 특허의 건수 알려주세요,Statistics
국립수산물품질관리원의 연수지원 건수 알려주세요,Statistics
(주)티씨아이네트에서 출원한 특허 중에 2003년에 출원한 특허의 총 수 보여줘,Statistics
한국방송통신전파진흥원에서 수행한 과제 중 2009년에 수행한 과제 연구비 평균 금액은 어떻게 되지,Statistics
건국대학교병원에서 수행했던 2007년 성과와 2011년 성과 개수의 차이는,Statistics
최근 3년동안 전남과학대학교 산학협력단에서 수행한 사업화의 총 수 보여줄 수 있어,Statistics
디에스중공업(주)의 2003년부터 3년동안 과제 개수가 알고싶습니다,Statistics
2001년도에 건국대학교병원에서 수행한 논문의 건수가 궁금해,Statistics
2001년부터 10년동안 세종에서 진행했던 과제들 중에서 연구비가 1500만원 이하인 과제,Statistics
University of Bucharest에서 수행한 연수지원 중 2000년에 수행한 연수지원 총 수가 보고싶어,Statistics
2008년부터 2021년까지 (주)아라개발에서 수행한 연수지원의 개수가 알고싶어,Statistics
1997년부터 2006년까지 (주)엘지에너지솔루션에서 출원한 특허의 총 수 보여줄 수 있어,Statistics
2022년 인천광역시수산자원연구소에서 수행한 사업화 건수가 알고싶어,Statistics
대상에프앤에프에서 진행된 2000년 과제와 2006년 과제 개수 평균 보여주세요,Statistics
1996 2009년 유토엔지니어링에서 발행한 논문의 개수는,Statistics
2015년 부경수도(주)에서 수행한 과제 연구비 평균 금액이 보고싶어,Statistics
2006년도 기업별 과제 연구비 합계 보고싶어,Statistics
2009 2010년 수원여자대학교에서 수행한 연수지원 건수를 보여주세요,Statistics
2000년부터 3년동안 (주)조일특수보일러에서 발생한 기술료 개수가 궁금해요,Statistics
2002 2003년 (주)케이에스텍에서 출원한 특허 개수가 알고싶어,Statistics
2021 2022년 영농조합법인녹원축산에서 수행한 연수지원의 건수 보여줄 수 있어,Statistics
(주)성우하이텍에서 진행된 1995년 과제와 2011년 과제 건수 차이가 알고싶어,Statistics
농업회사법인(주)천연식품에서 출원한 특허 중에 1997년에 출원한 특허의 총 수가 알고싶어,Statistics
국제금속공업(주)의 1996년부터 5년 동안 수행한 과제 총 수 말해줘,Statistics
(주)한솔케미칼에서 발생했던 1997년 과제와 2022년 과제 건수 평균이 보고싶어,Statistics
2002 2008 2015년 인천광역시 수산자원연구소에서 수행한 연수지원 총 수 알려주세요,Statistics
최근 5년동안 한국화장품에서 발행한 논문 개수 말해주세요,Statistics
(주)센트리에서 수행한 2005년 과제와 2009년 과제 개수 평균을 보여주세요,Statistics
2015 2020년 엘지 에너지 솔루션에서 수행한 과제의 연구비 평균 금액 말해주세요,Statistics
(주)동부아남반도체에서 2008년부터 5년동안 발생한 기술료의 건수 평균은,Statistics
(주)민진에서 진행된 2004년 과제와 2008년 과제 건수 평균 보여주세요,Statistics
아주엠씨엠(주)의 논문의 개수 보여줄 수 있어,Statistics
최근 5년 동안 (재단)전남바이오산업진흥원 생물의약연구센터에서 수행한 사업화 건수는 어떻게 되지,Statistics
코오롱생명과학(주)에서 수행한 과제 중에 2009년에 수행한 과제의 총 수 보여줄 수 있어,Statistics
(주)인성정보에서 수행한 과제 연구비 평균 금액은,Statistics
(주)삼성코닝정밀유리에서 수행한 연수지원 중 2000년에 수행한 연수지원 총 수 말해줘,Statistics
울산과학기술원에서 최근 10년 동안 수행한 과제의 건수 차이는,Statistics
한국교육학술정보원의 기술료 건수가 궁금해요,Statistics
1999년부터 2022년까지 (주)강남에서 수행한 연수지원의 총 수 보여주세요,Statistics
강남화성(주)에서 2014년부터 5년 동안 출원한 특허의 건수 차이 알려주세요,Statistics
최근 5년 동안 (주)서울반도체에서 수행한 과제 총 수 말해주세요,Statistics
2004 2010년 국립기상과학원에서 수행한 사업화의 건수 보여주세요,Statistics
(주)푸르농에서 최근 3년동안 수행한 과제 건수의 차이를 보여주세요,Statistics
옥천군 농업기술센터에서 1995년부터 5년 동안 수행한 연수지원의 개수 평균 말해주세요,Statistics
2005년부터 3년동안 이노옵티칼에서 수행한 사업화의 총 수 보여주세요,Statistics
농촌진흥청 국립원예특작과학원에서 발생한 1993년 과제와 2005년 과제 건수 평균이 보고싶어,Statistics
(주)다보링크에서 최근 5년동안 수행한 연수지원 개수 차이 보여줄 수 있어,Statistics
최근 5년동안 The University of Texas System에서 수행한 과제 건수가 보고싶어,Statistics
2012 2017년 (재단)막스플랑크한국포스텍연구소에서 발행한 논문 개수를 보여주세요,Statistics
2000년도 (주)원익아이피에스에서 수행한 연수지원의 총 수를 보여주세요,Statistics
(재단) 막스 플랑크 한국 포스텍 연구소의 2016년부터 7년 동안 과제 총 수가 보고싶어,Statistics
대구교육대학교에서 작년 발생한 기술료의 총 수,Statistics
